,rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address,Country,City,Latitude,Longitude
482,401,university south carolina columbia,32291,16.2,5.0,55.0,42.3,33.2,25.5,63.7,36.2,43.2,"Columbia, South Carolina, 29208, United States",,,,,,United States,Columbia,34.0007493,-81.0343313
484,401,university strathclyde,18515,19.0,27.0,50.0,42.3,28.3,31.6,51.9,43.6,86.2,"16 Richmond Street, Glasgow, Strathclyde, G1 1XQ, United Kingdom",,,,,,United Kingdom, Glasgow,55.8606182,-4.2497933
485,401,technion israel institute technology,14703,21.8,5.0,36.0,42.3,32.4,31.5,56.8,36.5,63.7,"Technion City, Haifa, 32000, Israel",,,,,,Israel, Haifa,32.8191218,34.9983856
486,401,teikyo university,22873,16.7,2.0,34.0,42.3,14.8,10.8,95.9,36.5,19.2,"2-11-1 Kaga, Itabashi-ku, Tokyo, 173-8605, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
487,401,university texas san antonio,24435,24.5,4.0,51.0,42.3,18.1,21.1,78.0,36.2,36.4,"One UTSA Circle, San Antonio, Texas, TX 78249, United States",,,,,,United States, San Antonio,29.4246002,-98.4951405
488,401,tokyo medical and dental university tmdu,2999,3.3,9.0,49.0,42.3,45.2,24.2,58.1,63.1,27.1,"1- 5 -45 Yushima, Bunkyoku, Tokyo, 113-8510, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
489,401,tongji university,35690,13.1,13.0,45.0,42.3,35.5,43.6,34.6,98.2,56.0,"1239 Siping Road, Shanghai, China",,,,,,China, Shanghai,31.2323437,121.4691024
490,401,university trieste,15933,23.5,8.0,55.0,42.3,30.1,22.7,66.9,37.7,47.8,"Piazzale Europa 1, Trieste, 34127, Italy",,,,,,Italy, Trieste,45.6496485,13.7772781
491,401,university tsukuba,16844,13.6,21.0,39.0,42.3,43.3,37.2,34.4,44.6,44.3,"1-1-1 Tennodai, Tsukuba, Ibaraki, 305-8577, Japan",,,,,,Japan, Tsukuba,36.0833265,140.077279
492,401,university tulsa,5067,12.4,16.0,45.0,42.3,33.5,16.2,68.9,50.5,39.6,"800 South Tucker Drive, Tulsa, Oklahoma, 74104, United States",,,,,,United States, Tulsa,36.1563122,-95.9927516
493,401,university turin,55957,29.6,8.0,61.0,42.3,22.6,27.3,75.3,45.4,44.3,"Via Giuseppe Verdi 8, Turin, 10124, Italy",,,,,,Italy, Turin,45.0677551,7.6824892
494,401,uit arctic university norway,16475,13.0,10.0,59.0,42.3,21.5,18.0,80.0,36.0,64.5,"Hansine Hansens Veg 18, Tromso, Norway",,,,,,Norway, Norway,61.1529386,8.7876653
495,401,universita degli studi di urbino carlo bo,14278,39.6,6.0,61.0,42.3,17.1,14.6,88.4,37.4,49.8,"Via Aurelio Saffi 2, Urbino, 61029, Italy",,,,,,Italy, Urbino,43.7262608,12.6363135
496,401,university valencia,50311,14.9,12.0,62.0,42.3,24.6,20.8,70.8,37.0,47.0,"Avda. Blasco Ibáñez 13, Valencia, 46010, Spain",,,,,,Spain, Valencia,39.4697065,-0.3763353
497,401,verona university,19873,27.5,5.0,64.0,42.3,31.5,20.3,63.7,42.4,41.2,"Via dell'Artigliere 8, Verona, 37129, Italy",,,,,,Italy, Verona,45.4384958,10.9924122
498,401,university victoria,21169,25.7,20.0,55.0,42.3,23.6,15.9,70.1,44.9,87.2,"3800 Finnerty Road, Victoria, British Columbia, V8P 5C2, Canada",,,,,,Canada, Victoria,48.4283182,-123.3649533
499,401,yasouj university,6332,27.5,0.0,46.0,42.3,15.1,15.5,91.8,35.7,15.6,"Yasuj, Kohgiluyeh and Boyer-Ahmad, Iran",,,,,,Iran,Yasuj,30.6681785,51.581916
500,401,york university,46683,35.4,24.0,57.0,42.3,28.2,37.6,50.7,45.4,75.0,"4700 Keele Street, Toronto, Ontario, M3J 1P3, Canada",,,,,,Canada, Toronto,43.6534817,-79.3839347
501,501,university alabama huntsville,6729,16.3,8.0,43.0,38.7,22.2,22.4,58.1,68.4,44.9,"301 Sparkman Drive, Huntsville, Alabama, 35899, United States",,,,,,United States, Huntsville,34.729847,-86.5859011
502,501,amirkabir university technology,11580,21.6,2.0,35.0,38.7,34.2,31.8,43.2,76.5,21.9,"424 Hafez Ave, Tehran, Iran",,,,,,Iran, Tehran,35.6892523,51.3896004
503,501,university laquila,18867,55.3,4.0,57.0,38.7,30.8,18.7,65.4,41.4,32.3,"Palazzo Camponeschi, 2 Piazza Santa Margherita, L'Aquila, Abruzzo, 67100, Italy",,,,,,Italy, L'Aquila,42.1368853,13.610341022538911
504,501,aston university,11115,21.2,26.0,48.0,38.7,21.0,24.2,55.1,37.1,92.4,"Aston Triangle, Birmingham, West Midlands, B4 7ET, United Kingdom",,,,,,United Kingdom, Birmingham,52.4796992,-1.9026911
505,501,universidad autonoma de chile,23312,26.2,1.0,65.0,38.7,12.3,8.9,81.6,34.4,50.7,"Av. Pedro de Valdivia 425, Providencia, Región Metropolitana, Chile",,,,,,Chile, Providencia,-33.4288379,-70.61133725589745
506,501,bar ilan university,16723,17.5,5.0,60.0,38.7,29.9,36.5,44.2,46.6,52.9,"Ramat Gan, 52900, Israel",,,,,,Israel,Ramat Gan,32.0686867,34.8246812
507,501,beihang university,29952,13.7,6.0,,38.7,30.4,34.2,38.1,98.2,28.7,"XueYuan Road No.37, HaiDian District, Beijing, China",,,,,,China, Beijing,39.906217,116.3912757
508,501,bilkent university,10374,14.5,9.0,46.0,38.7,24.5,24.7,53.1,55.1,62.8,"Bilkent, Ankara, 06800, Turkey",,,,,,Turkey, Ankara,39.9207886,32.8540482
510,501,university brescia,14206,27.2,7.0,46.0,38.7,15.4,17.0,71.2,38.1,43.1,"Piazza del Mercato, 15, Brescia, 25121, Italy",,,,,,Italy, Brescia,45.77958045,10.4258729694612
511,501,university campinas,28795,15.1,3.0,47.0,38.7,44.6,38.0,34.8,44.8,30.6,"Rua da Reitoria, 121 Barão Geraldo, Campinas– SP, Sao Paulo, 13083-872, Brazil",,,,,,Brazil, Brazil,-10.3333333,-53.2
512,501,carleton university,27570,29.7,21.0,48.0,38.7,20.2,27.2,57.1,36.1,69.0,"1125 Colonel By Drive, Ottawa, Ontario, K1S 5B6, Canada",,,,,,Canada, Ottawa,45.4208777,-75.6901106
513,501,universita degli studi di catania,25392,20.4,2.0,57.0,38.7,33.1,17.7,67.6,36.9,29.8,"Piazza Università, 2, Catania, 95131, Italy",,,,,,Italy, Catania,37.5023612,15.0873718
514,501,catholic university sacred heart,28725,21.6,7.0,65.0,38.7,18.4,20.9,72.6,44.8,45.3,"Largo A. Gemelli, 1, Milano, 20123, Italy",,,,,,Italy, Italy,42.6384261,12.674297
516,501,charles darwin university,6314,22.8,32.0,66.0,38.7,19.9,24.3,51.4,45.2,81.1,"PO Box 40146, Casuarina, Northern Territory, NT 0811, Australia",,,,,,Australia, Casuarina,-28.2888946,153.5738752
517,501,institute chemical technology,2146,18.2,0.0,34.0,38.7,38.3,24.1,47.1,77.4,14.4,"Nathalal Parekh Marg, Matunga, Mumbai, 400019, India",,,,,,India, Mumbai,19.0785451,72.878176
518,501,china medical university taiwan,7603,16.5,8.0,54.0,38.7,25.8,32.4,45.9,87.7,31.4,"No. 100, Sec 1 Jingmao Rd, Beitun Dist., Taichung, 406040, Taiwan",,,,,,Taiwan, Taichung,24.163162,120.6478282
519,501,chung ang university,16681,22.1,18.0,,38.7,37.9,37.0,25.2,64.6,49.7,"84 Heukseok-Ro, Dongjak-gu, Seoul, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
520,501,claude bernard university lyon 1,26875,12.7,13.0,53.0,38.7,26.0,24.0,58.0,38.6,56.7,"43 Blvd du 11 Novembre 1918, 69622 Villeurbanne cedex, Lyon, France",,,,,,France, Lyon,45.7578137,4.8320114
521,501,complutense university madrid,62624,19.7,13.0,61.0,38.7,35.4,28.9,47.2,36.1,44.0,"Avda. de Séneca, 2, Ciudad Universitaria, Madrid, 28040, Spain",,,,,,Spain, Madrid,40.4167047,-3.7035825
522,501,east china normal university,25747,11.5,17.0,65.0,38.7,30.5,23.5,50.5,50.6,58.4,"3663 Zhongshan North Road, Shanghai 200062, Shanghai, 200062, China",,,,,,China, Shanghai,31.2323437,121.4691024
523,501,florida international university,34203,23.8,8.0,57.0,38.7,30.4,22.6,62.3,38.0,39.7,"11200 S.W. 8th Street, Miami, Florida, 33199, United States",,,,,,United States, Miami,25.7741728,-80.19362
526,501,university greifswald,10247,21.1,7.0,56.0,38.7,30.0,22.4,60.2,39.1,47.0,"Domstraße 11, Greifswald, 17489, Germany",,,,,,Germany, Greifswald,54.095791,13.3815238
527,501,university guelph,22165,29.1,9.0,59.0,38.7,26.2,29.4,47.4,48.6,57.7,"50 Stone Road East, Guelph, Ontario, N1G 2W1, Canada",,,,,,Canada, Guelph,43.5460516,-80.2493276
528,501,hacettepe university,47035,22.0,4.0,56.0,38.7,28.4,13.1,70.5,37.5,25.0,"The Rector's Office, Beytepe, Ankara, 06800, Turkey",,,,,,Turkey, Ankara,39.9207886,32.8540482
529,501,university haifa,16164,21.0,2.0,66.0,38.7,26.7,31.9,52.8,36.3,35.9,"199 Aba Khoushy Avenue, Mount Carmel, Mount Carmel, Haifa, 3498838, Israel",,,,,,Israel, Mount Carmel,32.7302954,35.0500532
530,501,hamburg university technology,5216,35.2,19.0,27.0,38.7,36.2,23.9,42.5,79.1,52.7,"Am Schwarzenberg, Hamburg, 21073, Germany",,,,,,Germany, Hamburg,53.550341,10.000654
531,501,university hull,14045,18.2,19.0,53.0,38.7,22.3,23.0,56.1,36.3,76.5,"Hull, HU6 7RX, United Kingdom",,,,,,United Kingdom,Hull,53.7435722,-0.3394758
532,501,university ibadan,26648,16.4,1.0,48.0,38.7,23.4,12.1,77.6,41.4,37.1,"Ibadan, Oyo 234, Nigeria",,,,,,Nigeria,Ibadan,7.3777462,3.8972497
533,501,university idaho,9694,17.0,8.0,48.0,38.7,33.3,21.1,53.4,36.2,45.9,"875 Perimeter Drive, Moscow, Idaho, 83844, United States",,,,,,United States, Moscow,46.7323875,-117.0001651
534,501,indian institute technology gandhinagar,1222,11.2,0.0,22.0,38.7,21.1,11.5,76.0,45.1,28.0,"Village Palaj Simkheda, Gandhinagar, Gujarat, 382355, India",,,,,,India, Gandhinagar,23.2232877,72.6492267
535,501,indian institute technology roorkee,7561,16.4,2.0,16.0,38.7,38.9,28.2,46.6,72.5,16.5,"Roorkee, Roorkee, 247667, India",,,,,,India,Roorkee,29.8693496,77.8902124
536,501,university insubria,7646,22.1,6.0,55.0,38.7,18.5,19.5,72.1,36.6,40.2,"Via Ravasi, 2, Varese, Lombardia, 21100, Italy",,,,,,Italy, Varese,45.8397203,8.754133838056571
538,501,kansai medical university,841,1.1,3.0,38.0,38.7,32.3,8.7,70.0,35.6,17.7,"2-5-1 Shin-machi, Hirakata City, Osaka, 573-1010, Japan",,,,,,Japan, Osaka,34.661629000000005,135.49992679245517
540,501,keele university,9005,15.0,19.0,56.0,38.7,20.3,22.4,64.1,35.5,73.8,"Keele, Staffordshire, ST5 5BG, United Kingdom",,,,,,United Kingdom,Keele,53.0038078,-2.2877425
541,501,king fahd university petroleum and minerals,6882,6.8,13.0,0.0,38.7,27.2,15.9,51.7,64.4,78.7,"Dhahran, 31261, Saudi Arabia",,,,,,Saudi Arabia,Dhahran,26.2966528,50.1202146
542,501,king saud university,38971,10.4,10.0,59.0,38.7,24.6,25.8,49.6,83.4,80.3,"PO Box 11362, Riyadh, Saudi Arabia",,,,,,Saudi Arabia, Riyadh,24.638916,46.7160104
544,501,koc university,5381,15.6,6.0,51.0,38.7,26.9,34.4,49.2,60.2,49.7,"Rumelifeneri Yolu, Sariyer, Istanbul, 34450, Turkey",,,,,,Turkey, Istanbul,41.0091982,28.9662187
545,501,lappeenranta lahti university technology lut,3851,28.2,19.0,31.0,38.7,28.3,30.1,43.1,53.8,61.5,"Yliopistonkatu 34, Lappeenranta, 53850, Finland",,,,,,Finland, Lappeenranta,61.0583713,28.1862742
546,501,university limerick,14221,21.7,17.0,48.0,38.7,20.1,23.5,54.6,39.2,83.7,"Limerick, V94 T9PX, Ireland",,,,,,Ireland,Limerick,52.661252,-8.6301239
547,501,lincoln university,2476,13.5,39.0,49.0,38.7,24.4,19.9,47.9,51.5,94.2,"Ellesmere Jct Rd/Springs Rd, Lincoln, Canterbury, New Zealand",,,,,,New Zealand, Lincoln,-43.6396099,172.4860237
549,501,louisiana state university,29169,20.7,6.0,52.0,38.7,34.5,26.3,55.3,35.4,35.5,"Baton Rouge, Louisiana, 70803, United States",,,,,,United States,Baton Rouge,30.4507936,-91.1391153
550,501,marche polytechnic university,10603,20.7,4.0,48.0,38.7,22.1,18.9,65.8,40.8,31.2,"Piazza Roma 22, Ancona, 60121, Italy",,,,,,Italy, Ancona,43.4801204,13.218790609151764
551,501,mashhad university medical sciences,9134,10.6,3.0,60.0,38.7,28.1,12.3,73.0,34.5,19.9,"P.O. Box: 91735-951, Mashhad, Iran",,,,,,Iran, Mashhad,36.2974945,59.6059232
552,501,massey university,18653,16.2,31.0,62.0,38.7,22.9,18.9,49.1,41.5,92.8,"Tennent Drive, Palmerston North, 4474, New Zealand",,,,,,New Zealand, Palmerston North,-40.356317,175.6112388
553,501,memorial university newfoundland,15127,13.7,18.0,57.0,38.7,20.5,19.9,57.7,61.0,74.1,"St. John's, PO Box 4200, Newfoundland, A1C 5S7, Canada",,,,,,Canada,St. John's,47.5614705,-52.7126162
554,501,missouri university science and technology,8084,22.2,14.0,23.0,38.7,24.2,24.6,59.2,52.9,66.0,"1870 Miner Circle, Rolla, Missouri, 65409, United States",,,,,,United States, Rolla,37.9509324,-91.7708076
555,501,national and kapodistrian university athens,57697,28.4,10.0,62.0,38.7,21.8,15.0,72.9,55.4,52.0,"30 Panepistimiou Ave, 106 79 Athens, Greece",,,,,,Greece, Greece,38.9953683,21.9877132
556,501,national chiao tung university,12017,16.7,12.0,30.0,38.7,35.8,43.3,25.6,87.0,35.9,"1001 University Road, Hsinchu, Hsinchu, 300, Taiwan",,,,,,Taiwan, Hsinchu,24.8066333,120.9686833
558,501,national yang ming university,4258,5.1,2.0,48.0,38.7,38.7,18.8,60.0,38.1,21.5,"No.155, Sec.2 Linong Street, Taipei, 112, Taiwan",,,,,,Taiwan, Taipei,25.0375198,121.5636796
559,501,university nebraska medical center,3041,2.3,7.0,68.0,38.7,35.8,12.1,57.5,38.1,43.5,"42nd and Emile, Omaha, Nebraska, 68198, United States",,,,,,United States, Omaha,41.2587459,-95.9383758
562,501,northern arizona university,29684,28.1,5.0,60.0,38.7,20.2,14.7,82.3,35.1,31.5,"South San Francisco Street, Flagstaff, Arizona, 86011, United States",,,,,,United States, Flagstaff,35.1987522,-111.651822
564,501,norwegian university life sciences,5790,6.9,21.0,59.0,38.7,26.5,10.5,66.2,39.9,78.4,"Universitetstunet 3, NO-1432 Aas, Norway",,,,,,Norway, Norway,61.1529386,8.7876653
566,501,open university,61915,32.3,8.0,62.0,38.7,18.2,16.1,66.5,34.8,57.0,"Walton Hall, Milton Keynes, Buckinghamshire, MK7 6AA, United Kingdom",,,,,,United Kingdom, Milton Keynes,52.0406502,-0.7594092
567,501,open university catalonia,22962,84.5,2.0,56.0,38.7,16.5,14.2,74.2,35.8,40.2,"Avinguda Tibidabo 39-43, Barcelona, 08035, Spain",,,,,,Spain, Barcelona,41.3828939,2.1774322
568,501,universidad peruana cayetano heredia,6236,10.6,0.0,66.0,38.7,17.0,11.3,83.1,34.7,46.4,"Av. Honorio Delgado 430, Urb. Ingeniería, San Martín de Porres- Lima, Peru",,,,,,Peru, Peru,-6.8699697,-75.0458515
570,501,university plymouth,17665,17.2,15.0,55.0,38.7,20.3,19.3,67.5,35.0,70.3,"8 Portland Villas, Drake Circus, Plymouth, Devon, PL4 8AA, United Kingdom",,,,,,United Kingdom, Plymouth,50.3712659,-4.1425658
571,501,polytechnic university turin,31425,35.8,13.0,28.0,38.7,26.2,25.4,55.3,50.8,46.5,"Corso Duca degli Abruzzi 24, Torino, 10129, Italy",,,,,,Italy, Italy,42.6384261,12.674297
572,501,pontificia universidad catolica de chile,28541,15.0,7.0,,38.7,24.2,28.3,48.6,64.5,57.1,"Avda. Libertador Bernardo, O'Higgins 340, Santiago, Chile",,,,,,Chile, Santiago,-33.4377756,-70.6504502
573,501,renmin university china,25590,12.5,6.0,,38.7,42.5,21.2,47.4,43.9,42.5,"No.59 Zhongguancun Street, Haidian District, Beijing, 100872, China",,,,,,China, Beijing,39.906217,116.3912757
574,501,university rhode island,16569,19.3,3.0,57.0,38.7,23.9,17.7,66.0,34.4,35.4,"45 Upper College Road, Kingston, Rhode Island, 02881, United States",,,,,,United States, Kingston,41.9287812,-74.0023702
575,501,university roma tor vergata,34965,19.9,11.0,52.0,38.7,23.2,17.8,67.1,37.2,51.3,"Via Cracovia snc, Rome, 00133, Italy",,,,,,Italy, Rome,41.8933203,12.4829321
576,501,university rome iii,31696,50.1,5.0,59.0,38.7,23.4,22.7,61.2,40.4,41.4,"Via Ostiense, 159, Roma, 00154, Italy",,,,,,Italy, Roma,41.8933203,12.4829321
577,501,university rovira i virgili,12411,12.3,11.0,59.0,38.7,23.7,21.0,67.6,36.6,51.1,"Carrer de l`Escorxador s/n, Tarragona, 43003, Spain",,,,,,Spain, Tarragona,41.1172364,1.2546057
578,501,san diego state university,30799,30.5,8.0,55.0,38.7,23.7,24.4,62.0,35.1,33.9,"5500 Campanile Drive, San Diego, California, 92182, United States",,,,,,United States, San Diego,32.7174202,-117.1627728
579,501,sharif university technology,9260,19.8,2.0,26.0,38.7,28.9,36.7,41.0,99.8,23.7,"Azadi Ave, Tehran, Iran",,,,,,Iran, Tehran,35.6892523,51.3896004
580,501,shenzhen university,35171,15.5,1.0,48.0,38.7,22.3,22.8,70.4,51.4,34.9,"Nanhai Ave 3688, Shenzhen, Guangdong, 518060, China",,,,,,China, Shenzhen,22.5445741,114.0545429
581,501,university siegen,19268,42.3,12.0,50.0,38.7,21.3,25.3,57.1,40.2,54.4,"Adolf-Reichwein-Straße 2a, Siegen, D-57068, Germany",,,,,,Germany, Siegen,50.8749804,8.0227233
582,501,soochow university china,44835,16.4,7.0,54.0,38.7,23.4,20.8,68.2,37.5,28.3,"No.1 Shizi Street, Suzhou City, Jiangsu Province, China",,,,,,China, China,35.000074,104.999927
583,501,south china university technology,41139,13.9,5.0,38.0,38.7,24.0,29.1,61.2,85.4,30.8,"Wushan Road Tianhe District, Guangzhou, Guangdong, 510641, China",,,,,,China, Guangzhou,23.1301964,113.2592945
584,501,southeast university,32951,11.6,5.0,40.0,38.7,29.6,33.4,42.7,97.3,26.9,"No.2 Sipailou NANJING, 210096, Nanjing, Jiangsu, 210096, China",,,,,,China, Nanjing,32.0615513,118.7915619
585,501,suez canal university,35363,10.8,1.0,58.0,38.7,19.9,8.7,82.6,37.9,46.0,"4.5 Km the Ring Road, Ismailia, 41522, Egypt",,,,,,Egypt, Ismailia,30.3671977,32.1565462
586,501,suny binghamton university,17848,23.3,14.0,49.0,38.7,22.8,21.9,62.0,36.8,42.7,"4400 Vestal Parkway East, Binghamton, New York, 13902, United States",,,,,,United States, Binghamton,42.0987125,-75.9125262
588,501,tianjin university,34780,14.0,6.0,,38.7,32.7,35.7,38.8,97.9,26.5,"92 Weijin Road, Nankai District, Tianjin, 300072, China",,,,,,China, Tianjin,39.084802,117.1959904
590,501,universiti tunku abdul rahman utar,18763,16.1,2.0,52.0,38.7,14.8,12.2,81.4,38.0,30.3,"Jalan Universiti Bandar Barat, Kampar, Perak, 31900, Malaysia",,,,,,Malaysia, Kampar,4.3,101.15
591,501,university udine,11793,17.8,7.0,53.0,38.7,26.2,16.1,68.7,38.0,41.5,"Via Palladio 8, Udine, 33100, Italy",,,,,,Italy, Udine,46.0634632,13.2358377
593,501,university waikato,9892,18.1,19.0,58.0,38.7,20.8,26.3,48.8,43.4,86.2,"Gate 1 Knighton Road, Hamilton, 3240, New Zealand",,,,,,New Zealand, Hamilton,-37.7878809,175.281788
594,501,university west indies,23305,22.2,1.0,71.0,38.7,17.8,11.1,73.4,38.9,57.2,"Mona, Kingston 7, Jamaica",,,,,,Jamaica,Mona,18.0087783,-76.7540823
595,501,university west scotland,11730,22.3,21.0,59.0,38.7,13.9,13.9,76.8,35.0,74.6,"High St Paisley, Paisley, PA1 2BE, United Kingdom",,,,,,United Kingdom, Paisley,55.8455828,-4.4239646
596,501,university wisconsin milwaukee,20874,19.3,6.0,53.0,38.7,21.7,22.7,66.9,36.2,33.2,"P.O. Box 413, Milwaukee, Wisconsin, 53201, United States",,,,,,United States, Milwaukee,43.0349931,-87.922497
597,501,university wuppertal,23343,55.8,11.0,52.0,38.7,25.0,17.9,60.2,44.5,51.2,"Gaußstraße 20, Wuppertal, 42119, Germany",,,,,,Germany, Wuppertal,51.264018,7.1780374
598,501,xiamen university,40841,14.6,4.0,47.0,38.7,27.3,22.9,57.1,53.3,31.5,"422 Siming South Road, Xiamen, Fujian, 361005, China",,,,,,China, Xiamen,24.4801069,118.0853479
599,501,xian jiaotong university,36557,12.5,6.0,32.0,38.7,35.1,30.7,41.3,61.4,39.1,"No.28 Xianning West Road, Xi'an, Shaanxi, 710049, China",,,,,,China, China,35.000074,104.999927
600,501,yokohama city university,4910,4.5,2.0,56.0,38.7,25.9,8.5,86.2,40.3,20.3,"22-2 Seto, Yokohama, Kanagawa, 236-0027, Japan",,,,,,Japan, Yokohama,35.4443947,139.6367727
602,601,university aizu,1165,10.8,5.0,11.0,35.2,20.8,12.5,41.7,36.0,68.3,"Tsuruga, Ikki-machi, Aizu-Wakamatsu City, Fukushima, 965-8580, Japan",,,,,,Japan,Tsuruga,35.6445135,136.0734634
603,601,university alcala,17793,12.9,18.0,56.0,35.2,18.5,15.7,43.2,42.5,59.0,"Pza. San Diego, s/n, Alcalá de Henares, Madrid, 28801, Spain",,,,,,Spain, Alcalá de Henares,40.4818396,-3.3644973
604,601,amedeo avogadro university eastern piedmont,13447,36.1,6.0,62.0,35.2,14.7,18.9,66.2,35.1,41.8,"Rettorato, via Duomo, 6, Vercelli, 13100, Italy",,,,,,Italy, Vercelli,45.55538265,8.346283678327271
605,601,amrita vishwa vidyapeetham,14689,11.9,12.0,,35.2,26.1,17.0,47.7,82.5,46.2,"Amritanagar, Coimbatore, Tamilnadu, 641112, India",,,,,,India, Coimbatore,11.0018115,76.9628425
606,601,university andes colombia,15521,13.2,2.0,44.0,35.2,21.1,15.9,45.0,37.4,55.7,"Carrera 1 N° 18A 12 Bogotá, Bogata, Distrito Capital, Colombia",,,,,,Colombia, Bogata,3.4270309,-76.4995274
607,601,aristotle university thessaloniki,46505,26.8,5.0,58.0,35.2,19.2,16.8,64.3,41.3,41.2,"54124 Thessaloniki, Greece",,,,,,Greece, Greece,38.9953683,21.9877132
608,601,university arkansas,24754,19.8,5.0,52.0,35.2,26.9,23.0,37.0,39.4,30.9,"Fayetteville, Arkansas, 72701, United States",,,,,,United States,Fayetteville,36.0625843,-94.1574328
609,601,auburn university,26641,18.8,9.0,51.0,35.2,32.7,21.1,43.3,40.2,43.8,"Auburn, Alabama, AL 36849, United States",,,,,,United States,Auburn,32.6098566,-85.4807825
610,601,university aveiro,9774,16.5,12.0,51.0,35.2,24.7,25.5,40.7,41.4,52.5,"Aveiro, 3810-193, Portugal",,,,,,Portugal,Aveiro,40.640496,-8.6537841
611,601,university balearic islands,11277,12.8,7.0,59.0,35.2,20.3,13.6,59.1,34.7,46.7,"Cra. de Valldemossa, Palma, Baleares, 07122, Spain",,,,,,Spain, Palma,39.5695818,2.6500745
612,601,banaras hindu university,14953,11.3,3.0,10.0,35.2,30.8,16.4,46.7,34.6,17.7,"Varanasi, Uttar Pradesh, 221005, India",,,,,,India,Varanasi,25.3356491,83.0076292
613,601,university basque country,42485,14.8,4.0,53.0,35.2,22.0,17.1,47.3,37.1,41.5,"Barrio Sarriena s/n, Leioa, Bizkaia, 48940, Spain",,,,,,Spain, Leioa,43.3271048,-2.9846079
614,601,baylor university,17078,16.2,6.0,57.0,35.2,32.1,18.2,53.9,35.3,33.2,"Waco, Texas, 76798, United States",,,,,,United States,Waco,31.549333,-97.1466695
